sentence,hotel_name,Sentiment,review_topic
a 5 star international hotel with presidential and world class suite,Four Points By Sheraton,neutral,Serene Environment
very spacious,Four Points By Sheraton,neutral,Welcoming Staff and Comfortable Stay
 offers a variety of restaurants and different sizes of halls and meeting rooms,Four Points By Sheraton,neutral,Room Quality and Standards
 also has an expansive parking area on multi-levels,Four Points By Sheraton,neutral,Room Quality and Standards
elegant with wonderful scenery,Four Points By Sheraton,positive,Room Quality and Standards
 one of the best hotels in lagos,Four Points By Sheraton,positive,Room Quality and Standards
it's got a quite and exquisite outlook that can accommodate both formal and informal occasions,Four Points By Sheraton,neutral,Serene Environment
it was incredibly  average ,Four Points By Sheraton,neutral,Delightful Food and Home-like Feel
i ordered  a coffee they bought  extremely  weak and watered down coffee  in a mug,Four Points By Sheraton,negative,Leisure and Relaxation
 the snacks and food,Four Points By Sheraton,neutral,Leisure and Relaxation
very bland -all in all ,Four Points By Sheraton,neutral,Room Quality and Standards
 the experience  was just there,Four Points By Sheraton,neutral,Room Quality and Standards
"it's a sophisticated place to be, they have halls, hotel rooms and lots more",Four Points By Sheraton,positive,Welcoming Staff and Comfortable Stay
 it's a place for the bourgeoisie,Four Points By Sheraton,neutral,Room Quality and Standards
"i love the ambience it's quiet and of course, it has so many beautiful picture backgrounds 😊",Four Points By Sheraton,positive,Welcoming Staff and Comfortable Stay
"this special, luxury hotel is beautifully located in victoria island of lagos",Four Points By Sheraton,positive,Excellent Service and Hospitality
 i classify this hotel to be 5 star,Four Points By Sheraton,neutral,Welcoming Staff and Comfortable Stay
" the rooms are equipped with satellite television, climate control, safe deposit box, comfortable bed and a writing table",Four Points By Sheraton,positive,Room Quality and Standards
 this intimate venue was opened in  and comprises 181 rooms,Four Points By Sheraton,neutral,Beautiful Views and Dining Experiences
 the accommodation also features free wi-fi,Four Points By Sheraton,positive,Room Quality and Standards
"its located at the heart of the commercial district with close proximity to popular lagos destinations such as idumota, cms, marina, ikoyi, lekki and law school in lagos",Four Points By Sheraton,positive,Serene Environment
 a lagoon and palm trees are also nearby,Four Points By Sheraton,neutral,Welcoming Staff and Comfortable Stay
"while, it the international airport isn't that close to oriental hotel, it is however accessible",Four Points By Sheraton,neutral,Beautiful Views and Dining Experiences
 there is a free self parking here making uber and bolt drivers easy to request,Four Points By Sheraton,positive,Welcoming Staff and Comfortable Stay
atm cash machine is available at this location for guests' convenience,Four Points By Sheraton,neutral,Excellent Service and Hospitality
 many rooms have views of the city,Four Points By Sheraton,neutral,Room Quality and Standards
 the bathrooms are super clean,Four Points By Sheraton,positive,Delightful Food and Home-like Feel
breakfast is offered in the restaurant every morning,Four Points By Sheraton,neutral,Leisure and Relaxation
" the property has oriental garden, five cowries, african bar, abacus, hotpot, mayumi, and a large restaurant",Four Points By Sheraton,neutral,Delightful Food and Home-like Feel
 a variety of restaurants including cactus and chocolat royale are located in the surrounding,Four Points By Sheraton,neutral,Room Quality and Standards
" note, cactus is quite expensive and lodging at the oriental hotel isn't cheap",Four Points By Sheraton,neutral,Excellent Service and Hospitality
a 6star rating would have been great,Four Points By Sheraton,positive,Beautiful Views and Dining Experiences
 the swimming pool is awesome,Four Points By Sheraton,positive,Excellent Service and Hospitality
 the sight is wonderful,Four Points By Sheraton,positive,Serene Environment
 the nightclub is wow!,Four Points By Sheraton,positive,Room Quality and Standards
very nice location to attend a party,Four Points By Sheraton,positive,Event and Conference Spaces
really only went to the oriki spa within the hotel,Four Points By Sheraton,neutral,Welcoming Staff and Comfortable Stay
 was a nice experience,Four Points By Sheraton,positive,Leisure and Relaxation
"this place is also known as oriental hotel i guess, the opelorie? i don't know",Four Points By Sheraton,neutral,Serene Environment
" but nice place, actually went for an event, the pace is okay",Four Points By Sheraton,positive,Excellent Service and Hospitality
 but need more environmental cleaning for its standard,Four Points By Sheraton,neutral,Excellent Service and Hospitality
it's a beautiful place to be and have events,Four Points By Sheraton,positive,Leisure and Relaxation
"this a very lovely place, a place to lodge in style, hold large events, all kind of corporate events, what a lovely place for photo shoots with the best views you can ever imagine",Four Points By Sheraton,positive,Leisure and Relaxation
 being ontop of water,Four Points By Sheraton,neutral,Event and Conference Spaces
it's really beautiful,Four Points By Sheraton,positive,Excellent Service and Hospitality
 it has a big parking space,Four Points By Sheraton,neutral,Event and Conference Spaces
 it's by the road,Four Points By Sheraton,neutral,Delightful Food and Home-like Feel
 it's got boat services behind it,Four Points By Sheraton,neutral,Room Quality and Standards
 you can cruise the waters of lagos,Four Points By Sheraton,neutral,Welcoming Staff and Comfortable Stay
"awesome, the facilities is topnotch",Four Points By Sheraton,positive,Welcoming Staff and Comfortable Stay
"its awesome, the ball room is grand",Four Points By Sheraton,positive,Leisure and Relaxation
 i think the management have to keep an eye on the infrastructure it loose little details,Four Points By Sheraton,negative,Delightful Food and Home-like Feel
very nice place to hangout while you see the busy nature of lagos from the hotel's front view and the calm lagoon from it's back view,Four Points By Sheraton,positive,Excellent Service and Hospitality
it is nice,Four Points By Sheraton,positive,Excellent Service and Hospitality
awesome place,Four Points By Sheraton,positive,Delightful Food and Home-like Feel
 cool staff,Four Points By Sheraton,positive,Event and Conference Spaces
 this is home to me,Four Points By Sheraton,neutral,Excellent Service and Hospitality
its a beautiful place with great parking spaces,Four Points By Sheraton,positive,Leisure and Relaxation
 its has a very delectable cuisine,Four Points By Sheraton,positive,Room Quality and Standards
still the same oriental,Four Points By Sheraton,neutral,Room Quality and Standards
"contemporary, good ambience",Four Points By Sheraton,positive,Room Quality and Standards
 property located by the lagos lagoon,Four Points By Sheraton,neutral,Excellent Service and Hospitality
large modern hall for events,Four Points By Sheraton,neutral,Beautiful Views and Dining Experiences
 can seat over 500 people,Four Points By Sheraton,neutral,Delightful Food and Home-like Feel
decent food too,Four Points By Sheraton,neutral,Serene Environment
"located just before the lekki phase 1 toll gate, it accommodates a corporate organization while it also run its hospitality business",Four Points By Sheraton,neutral,Serene Environment
 one of the best in lagos,Four Points By Sheraton,positive,Beautiful Views and Dining Experiences
it's home away from home,Four Points By Sheraton,neutral,Excellent Service and Hospitality
 a wonderful place to be,Four Points By Sheraton,positive,Welcoming Staff and Comfortable Stay
 i really enjoyed my time there,Four Points By Sheraton,positive,Welcoming Staff and Comfortable Stay
"generally, a nice and cozy environment with courteous staff",Four Points By Sheraton,positive,Serene Environment
 but not enough space for parking,Four Points By Sheraton,neutral,Room Quality and Standards
 people sometimes have to park on the driveway in front of the hotel,Four Points By Sheraton,neutral,Delightful Food and Home-like Feel
lovely hotel,Four Points By Sheraton,positive,Excellent Service and Hospitality
 enjoyed my stay and the rooms were spacious,Four Points By Sheraton,positive,Beautiful Views and Dining Experiences
" never had a problem with parking space, lovely staff",Four Points By Sheraton,positive,Welcoming Staff and Comfortable Stay
"we're comfortable place to be, exquisite furniture, top-notch service and a high bill to match😂keep it up",Four Points By Sheraton,positive,Welcoming Staff and Comfortable Stay
 plus the wifi was superb,Four Points By Sheraton,positive,Room Quality and Standards
i attended a wedding reception at the oriental,Four Points By Sheraton,neutral,Delightful Food and Home-like Feel
" food was supplied by the hotel including popular nigerian fare like  pepper soup,  jollof rice and pounded yam",Four Points By Sheraton,positive,Beautiful Views and Dining Experiences
  food was superb and the service impeccable,Four Points By Sheraton,positive,Welcoming Staff and Comfortable Stay
"loved it, parking was easy, the food was great",Four Points By Sheraton,positive,Welcoming Staff and Comfortable Stay
 and the service too,Four Points By Sheraton,neutral,Delightful Food and Home-like Feel
need to coordinate the parking more,Four Points By Sheraton,neutral,Serene Environment
needs help,Four Points By Sheraton,positive,Serene Environment
 that savoir-faire that you get from a hotel of this size is lacking,Four Points By Sheraton,neutral,Welcoming Staff and Comfortable Stay
 great location and view with lots of parking,Four Points By Sheraton,positive,Welcoming Staff and Comfortable Stay
 those are the only pluses,Four Points By Sheraton,neutral,Room Quality and Standards
 that oomph is missing,Four Points By Sheraton,negative,Room Quality and Standards
i went for home service at oriental hotel and it was lovely,Four Points By Sheraton,positive,Serene Environment
"i'm enjoying it, nice and cool",Four Points By Sheraton,positive,Excellent Service and Hospitality
we organized and conducive environment for people,Four Points By Sheraton,neutral,Excellent Service and Hospitality
the lagos oriental hotel skyline resturant is cool,Four Points By Sheraton,positive,Serene Environment
 i enjoyed my family lunch buffet there,Four Points By Sheraton,positive,Serene Environment
 food is very lovely,Four Points By Sheraton,positive,Beautiful Views and Dining Experiences
"it was great, their services was so on point",Four Points By Sheraton,positive,Beautiful Views and Dining Experiences
 its a home away from home,Four Points By Sheraton,neutral,Excellent Service and Hospitality
" i love it, the views , the food , everything is just so cool",Four Points By Sheraton,positive,Excellent Service and Hospitality
"good morning friends, how was ur night and your family, may almighty allah bless u all",Four Points By Sheraton,positive,Welcoming Staff and Comfortable Stay
" here are my beautiful family that give me, may allah protect them for me",Four Points By Sheraton,positive,Leisure and Relaxation
"oriental hotel is not only a luxury hotel, it also houses some big companies in different wings of the same building, like huawei technologies company nigeria, 9mobile",Four Points By Sheraton,positive,Welcoming Staff and Comfortable Stay
" one of the things i love about the building is it's spaciousness, it's definitely a place to visit",Four Points By Sheraton,positive,Room Quality and Standards
"world class five star hotel located at the beautiful victoria island in lagos, just in front of the lagos lagoon",Four Points By Sheraton,positive,Welcoming Staff and Comfortable Stay
nice 👍,Four Points By Sheraton,positive,Welcoming Staff and Comfortable Stay
i love the suites especially the lagoon view rooms and the warm staff,Four Points By Sheraton,positive,Welcoming Staff and Comfortable Stay
 however orders made from the kitchen take longer than the 25mins stated as delivery time,Four Points By Sheraton,neutral,Serene Environment
located at a suitable place,Four Points By Sheraton,neutral,Serene Environment
 you'll get the comfort base on your pocket,Four Points By Sheraton,positive,Leisure and Relaxation
 enough parking space and security is tight,Four Points By Sheraton,positive,Serene Environment
comfortable and spacious rooms,Four Points By Sheraton,positive,Serene Environment
" good customer service, but limited tv and breakfast options",Four Points By Sheraton,negative,Event and Conference Spaces
nice place to be,Four Points By Sheraton,positive,Excellent Service and Hospitality
 accommodation and staffing were excellent,Four Points By Sheraton,positive,Excellent Service and Hospitality
it's just d very place 2 relax urself after a stressful wk,Four Points By Sheraton,neutral,Delightful Food and Home-like Feel
great places with good view and cool wave breeze from the water,Four Points By Sheraton,positive,Leisure and Relaxation
"my organisation hosts events here and frankly, it could be a lot better",Four Points By Sheraton,positive,Leisure and Relaxation
 they are more or less resting on the pedigree they've built and not improving on it,Four Points By Sheraton,negative,Welcoming Staff and Comfortable Stay
beautiful place,Four Points By Sheraton,positive,Leisure and Relaxation
"relaxation center, business conferences and more",Four Points By Sheraton,positive,Beautiful Views and Dining Experiences
"a beautiful place to host your birthday parties,  movie launch and many more",Four Points By Sheraton,positive,Beautiful Views and Dining Experiences
the rooms are not looking good,Four Points By Sheraton,negative,Room Quality and Standards
 shabby furniture,Four Points By Sheraton,neutral,Room Quality and Standards
" the hall way rugs are smelly, damp and dirty",Four Points By Sheraton,negative,Serene Environment
 we were extremely disappointed,Four Points By Sheraton,negative,Serene Environment
a beautiful hotel with nice ambiance but u gotta to hold enough cash o!,Four Points By Sheraton,positive,Serene Environment
"was only in a section, could not get a full view of the building",Four Points By Sheraton,neutral,Event and Conference Spaces
 but sure a nice place to be with good cash,Four Points By Sheraton,positive,Event and Conference Spaces
 well built area👏🏾👏🏾,Four Points By Sheraton,positive,Serene Environment
a luxurious hotel with an ample seaside view,Four Points By Sheraton,neutral,Delightful Food and Home-like Feel
 good value for your money if you need a time out to spoil yourself,Four Points By Sheraton,positive,Room Quality and Standards
beautiful place with lovely halls for hosting events,Four Points By Sheraton,positive,Serene Environment
" you need to be careful with the elevators, ask for directions before hopping into one",Four Points By Sheraton,positive,Serene Environment
"big, spacious and strategically positioned between victoria island and the lekki peninsular",Four Points By Sheraton,neutral,Excellent Service and Hospitality
 beautiful views all round,Four Points By Sheraton,positive,Room Quality and Standards
 oriental hotel is a place to be,Four Points By Sheraton,neutral,Delightful Food and Home-like Feel
nice place a serene environment and hospitality is topnotch,Four Points By Sheraton,positive,Delightful Food and Home-like Feel
is a comfortable place to stay with family and friends,Four Points By Sheraton,positive,Excellent Service and Hospitality
"very beautiful, good staffs and nice food makes oriental one of the best place you can ever be",Four Points By Sheraton,positive,Room Quality and Standards
great place anyday and time! the ambience is great both for leisure and business meetings,Four Points By Sheraton,positive,Beautiful Views and Dining Experiences
 the sea view is beautiful,Four Points By Sheraton,positive,Leisure and Relaxation
 a place to surely visit,Four Points By Sheraton,positive,Serene Environment
it's a landmark in lagos,Four Points By Sheraton,positive,Leisure and Relaxation
 you can't come to lagos without visiting here,Four Points By Sheraton,neutral,Welcoming Staff and Comfortable Stay
" great  menu, workers ,and superb rooms",Four Points By Sheraton,positive,Excellent Service and Hospitality
 it's the safest hotel around,Four Points By Sheraton,positive,Leisure and Relaxation
"a welcoming, well organized customer friendly hotel  strategically located in an easily accessible place in victoria island, lagos",Four Points By Sheraton,positive,Event and Conference Spaces
very nice,Four Points By Sheraton,positive,Leisure and Relaxation
my experience has been great but the breakfast buffet is boring,Four Points By Sheraton,negative,Room Quality and Standards
 excellent service from their staff,Four Points By Sheraton,positive,Excellent Service and Hospitality
so much for international views,Four Points By Sheraton,neutral,Welcoming Staff and Comfortable Stay
 i love this place,Four Points By Sheraton,positive,Room Quality and Standards
" unique restroom,  great conference room,  good packing slot for cars, international dishes etc",Four Points By Sheraton,positive,Beautiful Views and Dining Experiences
nice food,Four Points By Sheraton,positive,Serene Environment
 really,Four Points By Sheraton,neutral,Welcoming Staff and Comfortable Stay
 rooms needs serious renovation,Four Points By Sheraton,negative,Welcoming Staff and Comfortable Stay
decent five star hotel,Four Points By Sheraton,neutral,Welcoming Staff and Comfortable Stay
 wish the service was faster,Four Points By Sheraton,positive,Serene Environment
 they could use some greenery in the car park,Four Points By Sheraton,neutral,Delightful Food and Home-like Feel
 doesn't give you that exclusivity feeling,Four Points By Sheraton,positive,Delightful Food and Home-like Feel
it was a wonderful experience,Four Points By Sheraton,positive,Leisure and Relaxation
has one of the most luxurious halls in lagos,Four Points By Sheraton,neutral,Leisure and Relaxation
 houses huawei and some other high end stores,Four Points By Sheraton,neutral,Delightful Food and Home-like Feel
 great place for weddings,Four Points By Sheraton,positive,Beautiful Views and Dining Experiences
"i went for a conference, the hotel is beautiful and we'll laid out",Four Points By Sheraton,positive,Room Quality and Standards
 conference room has everything you need to have a successful meeting,Four Points By Sheraton,positive,Serene Environment
"service cum excellence is still lacking, when will nigeria imbibe the true spirit of service! till then, i dint see any hotel in nigeria getting 4 stars from me",Four Points By Sheraton,positive,Excellent Service and Hospitality
"oriental hotel located in inland beside the lekki tollgate, is one of the best five star hotel in nigeria with super facilities secure & safely have a water front view good looking is good place to be enjoy yourself with your family&event center carpark etc",Four Points By Sheraton,positive,Serene Environment
great place,Four Points By Sheraton,positive,Leisure and Relaxation
i love the experience,Four Points By Sheraton,positive,Leisure and Relaxation
 it's a five star hotel,Four Points By Sheraton,neutral,Serene Environment
top notch hotel and event center for classy events and nice ambience too with beautiful view of natural water,Four Points By Sheraton,positive,Welcoming Staff and Comfortable Stay
"it's an excellent environment for any kind of event, i love it",Four Points By Sheraton,positive,Room Quality and Standards
it's quite nice and staff are friendly and helpful too,Four Points By Sheraton,positive,Beautiful Views and Dining Experiences
 serene environment and good  food (very important as i am a foodie 😊),Four Points By Sheraton,positive,Excellent Service and Hospitality
"an exquisite place lodging, spacious for different types of workshops, seminars, shows, parties etc",Four Points By Sheraton,positive,Room Quality and Standards
it's fantastic,Four Points By Sheraton,positive,Room Quality and Standards
the hotel has deteriorated from the last time i was there,Four Points By Sheraton,neutral,Welcoming Staff and Comfortable Stay
 needs mentainance,Four Points By Sheraton,neutral,Excellent Service and Hospitality
 cleaning leaves much to be desired,Four Points By Sheraton,positive,Welcoming Staff and Comfortable Stay
 met a chinese staff who was absolutely rude!,Four Points By Sheraton,negative,Serene Environment
easy to locate and a mixture of black and white people are going tho and fro,Four Points By Sheraton,positive,Beautiful Views and Dining Experiences
hands down the best chinese restaurant in vi,Four Points By Sheraton,positive,Delightful Food and Home-like Feel
 i recommend the chicken in dried pepper,Four Points By Sheraton,positive,Delightful Food and Home-like Feel
 decor needs updating but honestly the food is so delicious,Four Points By Sheraton,positive,Excellent Service and Hospitality
👍,Four Points By Sheraton,neutral,Delightful Food and Home-like Feel
lagos oriental hotel will always hold a special place in my life as it was where i received my first award as a business and company - belamej international limited -from vconnect,Four Points By Sheraton,positive,Excellent Service and Hospitality
" not only were we honored with an award for offering exceptional service to our clients, we were also hosted to a splendid breakfast buffet",Four Points By Sheraton,positive,Excellent Service and Hospitality
car park is too small for the capacity of halls they have,Four Points By Sheraton,neutral,Excellent Service and Hospitality
 i'm not sure what the plan was,Four Points By Sheraton,negative,Leisure and Relaxation
"excellent hotel, very modern and great location",Four Points By Sheraton,positive,Serene Environment
" located on the island, very close to the shoprite shopping mall",Four Points By Sheraton,neutral,Welcoming Staff and Comfortable Stay
" it is still in victoria island, but closer to the lekki side",Four Points By Sheraton,neutral,Serene Environment
" i usually stay at the radisson blu in victoria island since i still prefer that location, closer ikoyi and mainland, but oriental is in a great location too",Four Points By Sheraton,positive,Leisure and Relaxation
" i have attended weddings here, definitely one of the top spots for wedding venues in lagos, it's an excellent one too",Four Points By Sheraton,positive,Serene Environment
" having stayed here before, i was really impressed with the facilities at the hotel and most importantly the rooms are huge, very spacious",Four Points By Sheraton,positive,Serene Environment
 the hotel is affordable and definitely worth every paying for,Four Points By Sheraton,positive,Welcoming Staff and Comfortable Stay
 i'd highly recommend,Four Points By Sheraton,positive,Delightful Food and Home-like Feel
beautiful and nice,Four Points By Sheraton,positive,Delightful Food and Home-like Feel
a wonderful and awesome moments and experience,Four Points By Sheraton,positive,Welcoming Staff and Comfortable Stay
"beautiful and lovely ,would want to be there over and over again!😀",Four Points By Sheraton,positive,Excellent Service and Hospitality
it is a pleasant place to stay,Four Points By Sheraton,positive,Serene Environment
 the view of the lagoon is spectacular,Four Points By Sheraton,neutral,Welcoming Staff and Comfortable Stay
 the service is decent and the rooms are spacious,Four Points By Sheraton,neutral,Welcoming Staff and Comfortable Stay
 well worth the money,Four Points By Sheraton,positive,Room Quality and Standards
"great hotel, good food and nice ambience",Four Points By Sheraton,positive,Welcoming Staff and Comfortable Stay
 huawei has its office here,Four Points By Sheraton,neutral,Delightful Food and Home-like Feel
 good parking and security,Four Points By Sheraton,positive,Beautiful Views and Dining Experiences
 there is a money changer available as well,Four Points By Sheraton,positive,Excellent Service and Hospitality
lagos oriental hotel is a 5 star hotel that is good for short/long term stay,Four Points By Sheraton,positive,Room Quality and Standards
" loh have some couple of interesting facilities that make your stay enjoyable and fun, they equally have a decent admistration and a notable staff strength",Four Points By Sheraton,positive,Serene Environment
" on one or two occasions that i have been there, it was wonderful",Four Points By Sheraton,positive,Excellent Service and Hospitality
 you will bet enjoy your stay if you decide to use lagos oriental hotel any time,Four Points By Sheraton,positive,Excellent Service and Hospitality
"the hotel is beautiful but the staff are very unprofessional,not willing to help ",Four Points By Sheraton,positive,Leisure and Relaxation
we paid for four people but we're told we could only have beds for 2 ,Four Points By Sheraton,neutral,Serene Environment
 staff not trained at all,Four Points By Sheraton,neutral,Delightful Food and Home-like Feel
they said they didn't hear anything from expedia even after paying and said they couldn't phone till later ,Four Points By Sheraton,neutral,Beautiful Views and Dining Experiences
beautiful place,Four Points By Sheraton,positive,Serene Environment
 all covid-19 protocol observed,Four Points By Sheraton,neutral,Welcoming Staff and Comfortable Stay
 nice staff too,Four Points By Sheraton,positive,Room Quality and Standards
 perfect place to relax and cool off,Four Points By Sheraton,positive,Leisure and Relaxation
"oriental hotels boasts an exclusive view of the lagos lagoon, with faculties that ensures top hospitality, and personnel that attends in the most cordial way",Four Points By Sheraton,positive,Excellent Service and Hospitality
 you are sure to love it,Four Points By Sheraton,positive,Serene Environment
oriental hotel is beautiful and a good event spot,Four Points By Sheraton,positive,Serene Environment
 went for the recently held chief daddy movie premiere and i loved how the ballroom hall was transformed!,Four Points By Sheraton,positive,Event and Conference Spaces
it's a cool place,Four Points By Sheraton,positive,Event and Conference Spaces
"good service,  courteous staffs,  should have a more efficient way of people moving around like floor maps at strategic places? so people move about easier and quicker",Four Points By Sheraton,positive,Welcoming Staff and Comfortable Stay
very good,Four Points By Sheraton,positive,Beautiful Views and Dining Experiences
it's a place with fantastic ambience,Four Points By Sheraton,positive,Excellent Service and Hospitality
"great service , waiting at the lobby to confirm my lunch reservation",Four Points By Sheraton,positive,Beautiful Views and Dining Experiences
 i love eeettt ❣️💕,Four Points By Sheraton,positive,Room Quality and Standards
"top class services, the ocean view is great",Four Points By Sheraton,positive,Welcoming Staff and Comfortable Stay
 popular place for foreigners and the elite in the metropolitan city of lagos,Four Points By Sheraton,positive,Serene Environment
" of course, there is a pool",Four Points By Sheraton,neutral,Event and Conference Spaces
"scenery is ok, but, the toilets visited just below the reception wasn't",Four Points By Sheraton,neutral,Delightful Food and Home-like Feel
 it was unable to flush and i met them dirty,Four Points By Sheraton,negative,Serene Environment
nice ambience and quite cozy,Four Points By Sheraton,positive,Welcoming Staff and Comfortable Stay
 a very good recommendation for seminars and functions,Four Points By Sheraton,positive,Delightful Food and Home-like Feel
"upscale, exclusive hotel with great restaurants",Four Points By Sheraton,positive,Delightful Food and Home-like Feel
 parking is a problem though,Four Points By Sheraton,negative,Leisure and Relaxation
excellent opportunity to launch a successful and profitable valet parking service,Four Points By Sheraton,positive,Beautiful Views and Dining Experiences
5-star hotel with premium services,Four Points By Sheraton,neutral,Leisure and Relaxation
" you get a nice parking space, nice view, nice dining, nice room and a nice price tag to match",Four Points By Sheraton,positive,Excellent Service and Hospitality
good place,Four Points By Sheraton,positive,Leisure and Relaxation
" service was good, food delicious, parking spaces adequate",Four Points By Sheraton,positive,Excellent Service and Hospitality
 trendy shopping available also,Four Points By Sheraton,neutral,Serene Environment
 event hall is good,Four Points By Sheraton,positive,Leisure and Relaxation
ambience is amazing,Four Points By Sheraton,positive,Event and Conference Spaces
 can't say about the service though,Four Points By Sheraton,neutral,Room Quality and Standards
"nice and clean place, really delicious food and food can comfortably feed two but security inside the hotel is quite lax hence the four stars",Four Points By Sheraton,positive,Room Quality and Standards
i have always love the hotel! wonderful view from different part of hotel,Four Points By Sheraton,positive,Welcoming Staff and Comfortable Stay
the hotel is a place you will love to come back again and always,Four Points By Sheraton,positive,Leisure and Relaxation
"i have not lodged here, attended a seminar",Four Points By Sheraton,neutral,Welcoming Staff and Comfortable Stay
 it's got nice ambience and is quite lively,Four Points By Sheraton,positive,Excellent Service and Hospitality
 would love to lodge here sometime,Four Points By Sheraton,positive,Welcoming Staff and Comfortable Stay
good ambience,Four Points By Sheraton,positive,Welcoming Staff and Comfortable Stay
 great meeting halls,Four Points By Sheraton,positive,Welcoming Staff and Comfortable Stay
 awesome rest rooms and lots more,Four Points By Sheraton,positive,Excellent Service and Hospitality
 good parking space arrangement,Four Points By Sheraton,positive,Room Quality and Standards
still a standard hotel after many years,Four Points By Sheraton,neutral,Leisure and Relaxation
 the staff there are pleasant and the food is great,Four Points By Sheraton,positive,Leisure and Relaxation
 oriental has the best chinese rice in lagos so far,Four Points By Sheraton,positive,Leisure and Relaxation
the awief conference was held here; the staff of the hotel were very pleasant but my experience here is not sufficient to form a valid opinion,Four Points By Sheraton,positive,Leisure and Relaxation
nice ambience for relaxation and events,Four Points By Sheraton,positive,Beautiful Views and Dining Experiences
it's a luxury hotel & conference centre,Four Points By Sheraton,neutral,Leisure and Relaxation
" sits outstandingly on a lagoon front, overlooking ikoyi across the waters, at the upper end of ozumba mbadiwe, the begining of lekki-epe expressway",Four Points By Sheraton,neutral,Excellent Service and Hospitality
"you will not fail to notice this highrise oriental building around the sandfill bus stop, a five star it is in deed",Four Points By Sheraton,positive,Welcoming Staff and Comfortable Stay
"great interior finishings, courteous staff, nice meals and good views",Four Points By Sheraton,positive,Welcoming Staff and Comfortable Stay
 take a stay option here if you are visiting lagos,Four Points By Sheraton,neutral,Welcoming Staff and Comfortable Stay
 you will be glad that you did,Four Points By Sheraton,positive,Leisure and Relaxation
well where do i start,Four Points By Sheraton,positive,Leisure and Relaxation
" i was at the event center (the one facing the express, me and my friends call ""jack lives here"" 🙂), the ambience of the place is amazingnow i went there again this time to the chinese restaurant, 4th floor decent food it's a place i will advise anyone to go take care of his/herself",Four Points By Sheraton,positive,Leisure and Relaxation
"splendid, event planned by decortales powered by the entrepreneur africa",Four Points By Sheraton,positive,Welcoming Staff and Comfortable Stay
5 star hotel,Four Points By Sheraton,neutral,Delightful Food and Home-like Feel
" premium restaurant and bar, lodging and accommodation for the elite class",Four Points By Sheraton,neutral,Event and Conference Spaces
 wheelchair entrance and packing,Four Points By Sheraton,neutral,Excellent Service and Hospitality
 water view,Four Points By Sheraton,neutral,Leisure and Relaxation
l and aestethic feel,Four Points By Sheraton,positive,Beautiful Views and Dining Experiences
a great hotel,Four Points By Sheraton,positive,Beautiful Views and Dining Experiences
 highly hospitable and classy,Four Points By Sheraton,positive,Event and Conference Spaces
 their rooms are great,Four Points By Sheraton,positive,Leisure and Relaxation
" with their dishes, that come in great variety, both continental and african dishes",Four Points By Sheraton,positive,Serene Environment
i love the hospitality 💕 i received,Four Points By Sheraton,positive,Welcoming Staff and Comfortable Stay
 though i went for hall inspection been an event coordinator,Four Points By Sheraton,neutral,Beautiful Views and Dining Experiences
"good environment , nice and chilled 👌",Four Points By Sheraton,positive,Welcoming Staff and Comfortable Stay
awesome experience,Four Points By Sheraton,positive,Delightful Food and Home-like Feel
 nice views of the lagos lagoon,Four Points By Sheraton,positive,Serene Environment
 good food,Four Points By Sheraton,positive,Serene Environment
 the rooms are very big and of modern architecture,Four Points By Sheraton,neutral,Delightful Food and Home-like Feel
not bad at all,Four Points By Sheraton,positive,Leisure and Relaxation
 totally enjoyed my stay there,Four Points By Sheraton,positive,Room Quality and Standards
 loved their morning breakfast buffet  too,Four Points By Sheraton,positive,Serene Environment
 would go back,Four Points By Sheraton,neutral,Event and Conference Spaces
love the place,Four Points By Sheraton,positive,Serene Environment
 lovely chinese cuisine,Four Points By Sheraton,positive,Welcoming Staff and Comfortable Stay
 courteous staff,Four Points By Sheraton,positive,Room Quality and Standards
 beautiful view,Four Points By Sheraton,positive,Welcoming Staff and Comfortable Stay
 there's a swimming pool too,Four Points By Sheraton,neutral,Room Quality and Standards
nice atmosphere,Four Points By Sheraton,positive,Delightful Food and Home-like Feel
 though the screen at the hall used was small,Four Points By Sheraton,neutral,Leisure and Relaxation
 the view from the large balconies though,Four Points By Sheraton,neutral,Room Quality and Standards
 breathtaking,Four Points By Sheraton,positive,Event and Conference Spaces
"its a really beautiful place,with a mix of d modern and classics, and with a view of the calm waters of lekki waterway,making u feel relaxed in a serene environment",Four Points By Sheraton,positive,Delightful Food and Home-like Feel
above average budget,Four Points By Sheraton,neutral,Room Quality and Standards
 nice environment as well,Four Points By Sheraton,positive,Serene Environment
is nice place that you can rest,Four Points By Sheraton,positive,Beautiful Views and Dining Experiences
oriental hotel is one of the best hostel in nigeria,Four Points By Sheraton,positive,Excellent Service and Hospitality
" it's located at 3 lekki-epe express way, victoria island, lagos",Four Points By Sheraton,neutral,Beautiful Views and Dining Experiences
  the nearest airport to oriental hotel is the murtala muhammed international airport located about 31 mi away from it,Four Points By Sheraton,neutral,Serene Environment
it's 2km away from the bar beach and 5km from the nigerian national museum,Four Points By Sheraton,neutral,Beautiful Views and Dining Experiences
"amenities include free wi-fi, free breakfast, free packing, wheelchair accessibility, outdoor pool, air conditioner, fitness center and business centres",Four Points By Sheraton,positive,Serene Environment
"rooms comes with wi-fi and flat screen tv, mini fridge while some rooms have water view, sitting areas mini bars and living rooms",Four Points By Sheraton,neutral,Serene Environment
a great place to be,Four Points By Sheraton,positive,Serene Environment
