sentence,hotel_name,Sentiment
"ample parking space, warm and courteous staff,very very comfortable bed!the room was really beautiful ! i thoroughly enjoyed my sleep! we got complimentary breakfast ",Hotel C,positive
the breakfast buffet was fantastic!i love this hotel,Hotel C,positive
 i highly recommend it!,Hotel C,positive
the location of the property is fine and the hotel itself is basic,Hotel C,positive
 the check in was smooth for our group of colleagues,Hotel C,neutral
room has basic amenities and was clean,Hotel C,positive
 stayed here for 2nights and did room service both times for dinner,Hotel C,neutral
 lots of dishes on the menu weren't available for which the staff over the phone was apologetic,Hotel C,neutral
 the food was ok ok but on the second night i had a serious food poisoning for which the hotel staff weren't helpful at all,Hotel C,negative
" i had informed them to inform my colleague about my situation while they call for the hotel doctor, instead they asked me and my colleague to walk to the hospital in the night while i'm crouching on my bed with pain",Hotel C,negative
 i was utterly dumbfounded by this behaviour of theirs,Hotel C,negative
this was my first stay at sheraton in lagos and i'm happy that i never had to fly to lagos anymore,Hotel C,positive
pretty old hotel but still partially well maintained,Hotel C,positive
don't bother with cocktails and juices at that swimming pool lounge because they don't seem to know what they're mixing there,Hotel C,positive
 last week i ordered for a glass of pineapple juice and got something that taster like lime juice,Hotel C,positive
"a very lovely hotel, but many of their staffs are very unfair to single ladies, no respect expecially when you go there alone, its either you're stopped from going in or make you call whoever you're meeting up there to come out and get you which is very embarrassing",Hotel C,negative
" women are humans too and deserves to be treated right, we are not unknown gun men or kidnappers",Hotel C,positive
"hi, it was great my stay in this hotel, the staff is really nice and attentive",Hotel C,positive
 the only thing  wich i didn't like is what i noticed about the way the security floor staff have to perform their shift as they have to be standing for hours with no possibility to sit down for a moment as they are not provided with a simple chair during their shift,Hotel C,negative
" i dont know if there's a particular reason for this  but if there isn't, i suggest you to review this matter as i think it would be an improvement for staff well being",Hotel C,positive
 thank u  for your outstanding service,Hotel C,positive
"sheraton lagos hotel offers what you expect from a 5-star hotel - spacious and clean rooms, and professional desk staff",Hotel C,positive
"in addition to that, the location is also secure",Hotel C,positive
 every vehicle going into the property is scanned for weapons,Hotel C,negative
"also, before you get into that hotel, your luggage is scanned, airport-style!the only drawback is the quality of the food",Hotel C,neutral
" even though it cost me £22, the food wasn't great",Hotel C,negative
friendly staff,Hotel C,positive
 there are several improvements that need to be seen from various angles,Hotel C,positive
1) the condition of the room with some scratches and worn furniture,Hotel C,negative
 the water from the faucet also looks unclean and safe to use,Hotel C,positive
2) breakfast with a charge rate of usd26 and a buffet that only serves the majority of empty glass noodle and fried rice without egg and meet inside plus most of other food is just potato and soup is not worth the price charged,Hotel C,negative
housekeeping team and other staff are the best,Hotel C,positive
 always greeting guests and also helping with any questions asked,Hotel C,positive
"we had a good time, the employees were very warm and polite",Hotel C,positive
" especially, we couldn't get enough of akin's special drink, it was very delicious and fresh",Hotel C,positive
"it has a very nice scenery with nice live performances but there're limited food for the buffet,  i wish there're more local foods like amala, semo, pounded yam etc",Hotel C,positive
i attended a meeting in their hall,Hotel C,neutral
 a very beautiful place,Hotel C,positive
 large parking lot,Hotel C,neutral
top notch service,Hotel C,positive
i loved the experience here,Hotel C,positive
"this place is wow 🥰😍🤩trust me,take yourself,your date, your friends, family and i promise you'll have a wonderful experience",Hotel C,positive
"also if you want to mingle with the whites,this is where you'll get to see them😉",Hotel C,positive
sheraton lagos hotel is located after total petrol station maryland,Hotel C,neutral
 the location is easy to identify and the environment is serene,Hotel C,positive
the rooms are very clean and room service are amazing,Hotel C,positive
the rooms have centralized ac and are always very cold,Hotel C,neutral
the staffs are also very professional in their engagement with customers,Hotel C,positive
try visit the hotel,Hotel C,neutral
 you will surely enjoy your stay,Hotel C,positive
"very hospitable, their food is really good and the employees are friendly and caring towards their customers",Hotel C,positive
 a nice place to spend some time in,Hotel C,positive
i unfortunately stayed 2 months in that terrible hotel,Hotel C,negative
"bad customer service from reception, rude receptionists there and incapable",Hotel C,negative
i do not recommend,Hotel C,negative
"some staff, waiters, housekeepers or people in charge of dry cleaning are very nice tho",Hotel C,positive
 those are the best people,Hotel C,positive
"  unfortunately, this is not the case for the first ones you see ands who will give you a bad first impression: the reception team, full of themselves",Hotel C,negative
"everything so old, the hotel needs refurbishment",Hotel C,neutral
 food and buffet are alright,Hotel C,positive
 i can’t complain about it,Hotel C,negative
 often there’s blackouts or the waiter coming in your bathroom is dirty and not clear,Hotel C,negative
"anytime i have the opportunity to spend time in sheraton ikeja lagos, i look forward to having a few pieces of there grilled chicken in my plate and lately, i discovered they have one of the best pancakes during breakfast too",Hotel C,positive
 while i enjoyed the friday night live band by the pool bar the beef suya was a bit salty,Hotel C,positive
 overall hotel service is professional,Hotel C,neutral
 very warm and chatty staff especially the restaurant staff and helpful room cleaners,Hotel C,positive
"one of the best hotel in nigeria and it is in a strategic location, not far from the airport",Hotel C,positive
 moat pilots and hostesses use to lodge there,Hotel C,neutral
hotel is situated about 20minutes drive from the domestic and international airports in ikeja,Hotel C,neutral
 security is top notch and consistent in practice and procedure over the years,Hotel C,positive
 a good thing,Hotel C,positive
the lobby area at this hotel is quite expansive with ample waiting area,Hotel C,neutral
 lift access is manned by security so be prepared to be asked questions if you are not a guest and intend to use the elevator,Hotel C,positive
"the hotel has a number of themed restaurants and on this occasion i dined at the italian restaurant called ""la giara"" (la jeearah /the jar)",Hotel C,positive
" not just any ""jar"" as the traditional translation  is actually the ""olive oil jar""",Hotel C,neutral
so now you see the connection? olive oil and italian restaurant?👌the restaurant is well laid out with comfortable seating arrangement for guests,Hotel C,positive
" i started with the anti pasti buffet which was quite delightful with an array of different foccacia breads, cheeses, meats and veges",Hotel C,positive
 next was my main course risotto and sausage which had a good balance of starch and cream but was short on taste with the sausage,Hotel C,positive
 tbh the sausage was quite bland,Hotel C,neutral
overall tab for two people was about $95 without alcohol,Hotel C,neutral
" oh yes,  that anti pasti is only ""free"" if you order a main course and glass of wine",Hotel C,positive
 still good value in my opinion,Hotel C,positive
la giara remains on my list of top 5 authentic italian restaurants in lagos,Hotel C,positive
very disappointed with my stay at this hotel,Hotel C,negative
" the first time i stayed there, the room next door was very noisy, i contacted reception to change my room which took about 2 hours to do",Hotel C,negative
"the next time i stayed at this hotel the room i stayed in smelt like damp mould, when i contacted the reception for bathroom amenities no one came back to me",Hotel C,positive
 i had to find someone in the hallway to bring me what i had requested,Hotel C,neutral
 which took over 1 hour just to get from them,Hotel C,neutral
room service took 1 hour,Hotel C,neutral
" i was double charged for my bill, and i'm currently awaiting answers",Hotel C,negative
very very slow service,Hotel C,neutral
 would expect better,Hotel C,positive
"i had the most amazing experience! the room felt comfortable, the house keeping was top notch, buffet was impeccable, staffs were very polite at all times! as someone with some level of ocd, i didn’t want to leave at all",Hotel C,positive
"i've stayed in about three 5 star hotels and this hotel has the best vibe, the service was great, staff cordial and professional",Hotel C,positive
" it comes with a tennis court, beauty salon, restaurant, outside bar and swimming pool",Hotel C,positive
 a great place for business trips and weekend getaways,Hotel C,positive
 if i'm in lagos again definitely consider this hotel,Hotel C,positive
customer service from the few times i visited wasn't the best,Hotel C,negative
" if this changes, i'll edit my comment",Hotel C,neutral
" the place is however cool, good food and nice rooms",Hotel C,positive
"i love the security team at the entrance, and they are so accommodating, the environment is so clean and meet",Hotel C,positive
kudos,Hotel C,positive
"loved the service! courteous and very helpful staff, cosy rooms and an all together cool environment",Hotel C,positive
  would surely visit again,Hotel C,positive
rude staff that hangs up the phone while the client is explaining/speaking,Hotel C,negative
" very slow and unfriendly service, expensive (breakfast buffet 33 usd), frequent power failure/loss every one or two hours",Hotel C,negative
 couple of weeks ago: no towel in the bathroom upon arrival,Hotel C,negative
 took them 40 mins and 3 calls to bring wrong small towels,Hotel C,negative
 wifi is ok,Hotel C,positive
the stay is being good,Hotel C,positive
 the room demands some improvements,Hotel C,positive
 it's inconvenient the large water leak on bathroom floor coming from the shower box,Hotel C,negative
"as for the restaurant service, sometimes there is a lack of attention from the part of waiters to customer calls",Hotel C,negative
the lounge is worse now,Hotel C,negative
 it used to be open buffet at certain times,Hotel C,positive
 rooms are noisy((a/c from outside),Hotel C,neutral
"nice place,i use to love it more when there was club there,but all the same the atmosphere there is very nice",Hotel C,positive
"not even in a 3-star hotel i found so much disorganization, believe me the sheratons are not all the same",Hotel C,neutral
 this for service and availability of staff is worse than the ibis,Hotel C,negative
" i hope to wake up from this nightmare i've been living since november 4, ",Hotel C,positive
sheraton is a lovely place to be and also at a good location around ikeja gra not far from ikeja police college,Hotel C,positive
 they also have hall of 70 persons at cheap price ,Hotel C,neutral
good food,Hotel C,positive
 refreshing sites,Hotel C,neutral
" nice place to be, especially if you are afraid of missing your flight to traffic",Hotel C,positive
"lovely buffet, cosy ambience, great customer service",Hotel C,positive
"i am very disappointed i book a connecting rooms in sheraton lagos on the 7th december , i paid in full",Hotel C,negative
 i arrive on the 12th december  and my rooms was not available i have to wait for over four hours even as i am writing now i am still at the reception waiting for the room,Hotel C,neutral
 i am very disappointed i have lodged in this same hotel  and ,Hotel C,negative
 it wasn’t like this then,Hotel C,positive
 the management now is very bad,Hotel C,negative
the hall is not too big but does the job for small ) gatherings perfectly,Hotel C,positive
amazing customer services,Hotel C,positive
 had a great time! i would recommend staying here,Hotel C,positive
"awesome hotel, a good place to relax",Hotel C,positive
 the staff are friendly and nice,Hotel C,positive
"their food is well prepared, you know i like good food 😆😆😆😆",Hotel C,positive
"great service,centrally located and ambience is lovely",Hotel C,positive
 breakfast/brunch was fantastic,Hotel C,positive
i am currently lodging at sheraton hotel ikeja and i haven’t been able to check in at 4:06pm,Hotel C,neutral
 how the heck is check-in even 3pm? who checks into a hotel at 3pm and checks up by 12pm? what terrible policy is this?,Hotel C,negative
"awesome place and nice viewto chill with family,friends and organizations as pee conference meetings lol 😂",Hotel C,positive
"nice company with trained, well mannered staff who are always ready to serve customers with respect and and simplicity",Hotel C,positive
"i had such a fun time there, especially the friday happy hour",Hotel C,positive
" the band was great, the music was excellent, the buffet was top-notch and tasty, the entire  ambience got me into the weekend mood after a long stressful week at work",Hotel C,positive
 i and my colleagues danced our heart out,Hotel C,positive
 it was a lovely experience,Hotel C,positive
 i am definitely coming back for more,Hotel C,positive
value for money is a guarantee,Hotel C,positive
 and the meals were well detailed,Hotel C,positive
security was top notch and staff members were welcoming,Hotel C,positive
good location and 10 minutes drive to local airport and 20 minutes to murtala muhammed airport lagos,Hotel C,positive
easy access to toll gate outward lagos,Hotel C,positive
"nice environment, a seclusion from nigeria as the case maybe",Hotel C,positive
 you seem not to remember the problems outside the premises,Hotel C,negative
 hospitality is above average,Hotel C,neutral
" only falter is the varieties in terms of buffet, it's limited compared to other competitors",Hotel C,negative
the hotel was good,Hotel C,positive
 really impressive and comfortable room however the water leaked while showering inspite of having the curtain inside,Hotel C,positive
 it needs to be fixed,Hotel C,neutral
 apart from that i didn't avail much services bt overall a comfortable stay,Hotel C,positive
friday night buffet plus live music!  good vibes!,Hotel C,positive
one of the best place to stay in lagos,Hotel C,positive
 rooms are very good,Hotel C,positive
 service is good,Hotel C,positive
 the best thing i loved is the security,Hotel C,positive
 food is also good,Hotel C,positive
 overall good experience for me,Hotel C,positive
i was here for a date…and yeah it was fine,Hotel C,positive
i can’t really say much about checking in but the staff that attended to us were friendly and possess customer relationship skills,Hotel C,positive
the food varies and mehn really made sense…but they need to upgrade to the level of their competitors around,Hotel C,neutral
though had issues with the security guards but their response was professional,Hotel C,positive
food is very expensive,Hotel C,neutral
too many dried leave droplets from the trees all around,Hotel C,negative
 could be well taken care of,Hotel C,positive
swimming large,Hotel C,neutral
 clean,Hotel C,positive
 courteous staff,Hotel C,positive
weekend getaway with the family,Hotel C,neutral
service was impeccable as usual,Hotel C,neutral
 the breakfast spread is some of the best you'll get in this town (which is saying something),Hotel C,positive
 the hotel is one of the oldest and you'll see it,Hotel C,neutral
" however, it's a testament to the management that it's still one of the best around and the facilities are in very good condition",Hotel C,positive
fully recommend 👌🏾update- went for dinner with the family and was rather disappointed with the spread,Hotel C,positive
 not enough options,Hotel C,neutral
the staff are very pleasant,Hotel C,positive
 the hotel is old but is in a relatively good and maintained condition,Hotel C,positive
 club rooms are slightly above average,Hotel C,neutral
 cleanliness could be better,Hotel C,positive
 air conditioning is super effective in the rooms,Hotel C,positive
 bring ur winter pyjamas,Hotel C,neutral
 food is good with lots of choices,Hotel C,positive
 the pool bar and restaurant has a nice ambience but the service can be slow,Hotel C,positive
 patience is recommended especially if it's a weekend,Hotel C,positive
"great experience and service , considering i was in a foreign country i forgot everything i knew about nigeria before i went there",Hotel C,positive
 absolutely amazing,Hotel C,positive
very noisy hotel! phonic isolation is really poor and it’s really hard to get some rest,Hotel C,negative
" the door slamming shut next door makes the common wall, and of course your bed, shake! impossible to sleep during the day",Hotel C,negative
such a nice atmosphere and neat environment it possesses,Hotel C,positive
"easy to locate, and like any other facility, the security service was nice",Hotel C,positive
during checkout i was billed 32$ for the room’s service,Hotel C,neutral
 i paid 100$ and unexpectedly after leaving the hotel i noticed that the change of the 100$ ( 68$ ) had some fake money,Hotel C,negative
it feels good to be here,Hotel C,positive
 in a serene environment,Hotel C,positive
rooms are needing maintenance,Hotel C,neutral
 kitchen staff & waiters/waitresses need to be more conscientious with regards to their tasks and their customers,Hotel C,neutral
a top hotel to be with friends and family and even with business associates,Hotel C,positive
 serene environment in the heart of lagos mainland,Hotel C,positive
"friendly staff the buffet man mr chidozie is wonderful  looking good and friendly, the environment is clean",Hotel C,positive
the hotel was generally okay,Hotel C,positive
 the rooms are decent,Hotel C,neutral
 most hotel staff are polite and respectful,Hotel C,positive
 the prices of food in the hotel are outrageous,Hotel C,negative
 there's a band that plays live music on fridays,Hotel C,positive
 overall my stay wasn't too bad although more expensive compared to similar facilities in other countries,Hotel C,positive
the car pack was somehow not well kept,Hotel C,negative
 the reception looks good and th staffs were nice,Hotel C,positive
 buffet setting was good,Hotel C,positive
 there is a swimming pool to relax the body,Hotel C,positive
" live band on friday is a good point, so you can have a relaxing start to a weekend while you take your dinner",Hotel C,positive
great environment and ambience,Hotel C,positive
 the food is great too and the room is nice and spacious,Hotel C,positive
 worth the money,Hotel C,positive
"so this is a good place but the last time i was here, my colleague's laptop and phone was stolen",Hotel C,negative
i think security is very poor,Hotel C,negative
 still need to improve on this,Hotel C,positive
"at this time i was a bit disappointed, rooms at 4th floor not at the rate that sheraton should be",Hotel C,negative
found hair in the toilet and towels not cleaned,Hotel C,neutral
hope to see an improvement next time,Hotel C,positive
"tldr: don't come, it will ruin your evening",Hotel C,negative
"we came 7 people, ordered steaks and drinks",Hotel C,neutral
 for the next hour we were not approached by any servers even after finishing our drinks,Hotel C,neutral
 the music was too loud,Hotel C,neutral
"an hour and 15 minutes later, the first plate came out",Hotel C,neutral
an hour and 20 minutes later the second,Hotel C,neutral
an hour and 25 minutes later they remembered to bring a fork and a knife,Hotel C,neutral
an hour and 35 minutes later they brought the rest of the plates and salt,Hotel C,neutral
"horrible, slow service",Hotel C,negative
wouldn't recommend,Hotel C,negative
" a complete disgrace to the name ""sheraton""",Hotel C,negative
"also, i ordered a medium steak and received a dry as bone well done tasteless small piece of steak",Hotel C,positive
lovely hotel,Hotel C,positive
 great friendly staff,Hotel C,positive
a joy to stay there,Hotel C,positive
this is an awesome edifice in a perfect location,Hotel C,positive
 services and security is topnotch,Hotel C,positive
i attended a birthday party there,Hotel C,positive
 big parking space as expected,Hotel C,neutral
 great service by the doorman,Hotel C,positive
 heard from the host that the hotel took charge of the food(a buffet service) and they executed it so well,Hotel C,positive
 quick refills on each çhaffer,Hotel C,neutral
 neat restrooms,Hotel C,positive
 hopefully i get to lodge next time,Hotel C,positive
room was nicely furnished and room comfortable,Hotel C,positive
 the negatives were that the power tripped a couple of times and no beside sockets,Hotel C,negative
lovely ambience where you can hang out with friends,Hotel C,positive
  i was by the pool side with my friends ,Hotel C,positive
there services are ok but having too many customers required more capable personnel,Hotel C,positive
"it's a nice and serene environment to lodge, host your guests and organise programs or events",Hotel C,positive
the security is topnotch and the environment secured,Hotel C,positive
i enjoyed the times i visited and attended events there,Hotel C,positive
"the food was just ok nothing to write home about , the sweet was enjoyed , the chocolate cake was great",Hotel C,positive
my five day vacation at sheraton was a memorable experiencethere is complimentary breakfast for guests and it's buffer service,Hotel C,positive
"there is both african and intercontinental dishes,snacks,fruits,vegetables,ice cream,drinks etcthe waiters at the resaurant are so passionate about their job,they direct camly and communicate effectively making the guests feel important",Hotel C,positive
i ate at the pumpkin leaf restaurant,Hotel C,neutral
there are other restaurants like the italian restaurant,Hotel C,positive
you can also get drinks from the lobby lounge and you have to pay for the drinks you took,Hotel C,negative
there is another bar (an open bar) opposite the swimming pool,Hotel C,neutral
the room is okay but there was a delay with the basic complimentary toiletries i needed when i visited,Hotel C,positive
"you can also iron your dress,dry your hair with the provision of iron and hair dryer respectively",Hotel C,positive
the gym is complimentary too,Hotel C,positive
you can only swim when there is a lifeguard on duty,Hotel C,neutral
there is free wifi for guests and you get the password at the reception,Hotel C,positive
you can bring your kids there too,Hotel C,neutral
"i like the check-in process because it's stress free and does not take much timethe hotel is wheelchair accessible,there is enough and secured parking space",Hotel C,positive
there are also conference halls for your coporate events and seminars,Hotel C,neutral
"you can as well plan your next vacation with family,friends,partner at sheraton",Hotel C,positive
i suggest they make proper plans about the cooling system of the rooms because it's not every person that can stay in such temperature,Hotel C,neutral
it has a good ambience and security was quite impressive,Hotel C,positive
" the part i didn’t like was their service, it was very slow",Hotel C,positive
"like the saying “old wine taste better 😊swift check in, tasty food, nice ambience",Hotel C,positive
 it’s an old hotel but the maintenance is on point and it doesn’t even look like it’s old,Hotel C,positive
 functional amenities etc,Hotel C,neutral
cordial staffs,Hotel C,neutral
 relatively good services,Hotel C,positive
 access road always congested due to bad traffic,Hotel C,negative
its a nice hotel with a very good ambiencethe service delivery will improve with proper training of some of the staff,Hotel C,positive
"overall its a good place, a good hotel",Hotel C,positive
"didn't stay there this time around, but always fantastic atmosphere in the restaurant area outside",Hotel C,positive
" food is really good, always fresh and tasty",Hotel C,positive
 service was decent although initially a bit slow,Hotel C,neutral
 would definitely recommend!,Hotel C,positive
"nice and decent hotel for indians, though availably of indian food is equal to no",Hotel C,positive
lovely event venue,Hotel C,positive
attended a conference here,Hotel C,neutral
the space was adequate,Hotel C,positive
their staff were very helpful,Hotel C,positive
the food was good as well,Hotel C,positive
good parking spaceswheelchair accessible entrance which is really nice,Hotel C,positive
there's a casino on the premises but i didn't go there,Hotel C,neutral
also didn't use the rooms so i can't comment on that,Hotel C,neutral
the live band was unique and fun,Hotel C,positive
 the only issue i personally experienced was the delivery of my order,Hotel C,neutral
 it came hours after i ordered it,Hotel C,neutral
"but apart from that, sheraton is a great hotel",Hotel C,positive
serene environment,Hotel C,positive
 good security,Hotel C,positive
 i went there for a wedding and it is a  beautiful picture perfect place,Hotel C,positive
i love the room and room service,Hotel C,positive
 everything needed for comfort was made available,Hotel C,positive
i will definitely be coming back,Hotel C,positive
"i visited sheraton hotel for the first time today for a study abroad fair, trust me the place was awesome and still maintain its class despite its long term of existence",Hotel C,positive
this is the only hotel you can be begged to eat well,Hotel C,positive
 good people and excellent services,Hotel C,positive
had a teams lunch there - 15 guests,Hotel C,neutral
 it was splendid,Hotel C,positive
we were here for the wedding ceremony of my sister in one of the halls,Hotel C,neutral
i loved the food 👌 the arrangement and how orderly everything was,Hotel C,positive
i loved the air conditioning in the room,Hotel C,positive
i loved the special attention to details,Hotel C,positive
everywhere here is fully wheelchair accessible,Hotel C,neutral
covid-19 protocols are observed here,Hotel C,neutral
the only issue i may have is with the medical team,Hotel C,neutral
" one of the kids with us had a deep cut,  we had doctors on our team who could stitch the wound, but according to them, they do not have any suturing kit, just basic first aid and it took a lot of time for the team to arrive with the first aid kit",Hotel C,negative
we ended up having to take the child out,Hotel C,neutral
"for such a big and expensive hotel, i think such things should be put into place",Hotel C,neutral
had a really wonderful experience,Hotel C,positive
 very serene environment,Hotel C,positive
"the place is good, food is also good but service is very poor",Hotel C,negative
 they need to maintain some hygiene in open place near the pool side,Hotel C,neutral
they've got a king-size pool table and the security check is top notch,Hotel C,positive
we had a great time at the ikeja sheraton,Hotel C,positive
 we were given the red carpet treatment,Hotel C,neutral
 it was our wedding anniversary,Hotel C,neutral
 the food was world-class,Hotel C,neutral
 the service was great,Hotel C,positive
 we could have stayed beyond a night but we had pressing demands that made us check out early,Hotel C,neutral
 but the short time we spent was well spent,Hotel C,positive
enjoyed every bit of my 13 night’s stay,Hotel C,positive
 from the breakfast to the lunch to the friday night live band,Hotel C,neutral
 very courteous staff and clean rooms,Hotel C,positive
simply one of the best in nigeria,Hotel C,positive
" the staffers are polite and well cultured, which should be expected of a 5star hotel",Hotel C,positive
 the hotel has an old feel and would require a refurbishment to meet up with other 5star hotels of its class,Hotel C,neutral
it's a good spot for brunch,Hotel C,positive
" the variety of dishes vary week by week, sometimes there's much to choose from, and at other times, the options aren't appealing",Hotel C,neutral
 i wouldn't recommend the chapman drink here; it is poorly made and watered down,Hotel C,negative
really nice hotel! good management and excellent service provided by a fantastic team,Hotel C,positive
 restaurant good and wide range of good quality products,Hotel C,positive
 i will come back again in the future,Hotel C,neutral
 thank,Hotel C,positive
a beautiful hotel in highbrow ikeja,Hotel C,positive
 excellent all round service,Hotel C,positive
 reception area can get quite busy though,Hotel C,neutral
 but a great place to be,Hotel C,positive
i went for lunch at the pumpkin leaf restaurant,Hotel C,neutral
" had the time of my life plus it was a buffet, so i had lots of options",Hotel C,neutral
been there at christmas for over 30 years with my family,Hotel C,neutral
 it's a tradition that has been kept todate ,Hotel C,neutral
 just love the festive atmosphere,Hotel C,positive
" with their sumptuous christmas buffet,  live band, children from the orphanage dishing out melodious native christmas 🎄songs",Hotel C,neutral
 and of course  santa and his gifts for the very little ones,Hotel C,neutral
"it's fun spending christmas at sheraton, lagos",Hotel C,positive
its a good hoteldisclaimer : they charge to warm your food in the microwave,Hotel C,positive
definately will not recommend this hotel,Hotel C,negative
 very high prices for food and bev,Hotel C,neutral
 bad aic in the rooms,Hotel C,negative
 also very bad smell inside rooms,Hotel C,negative
 not clean,Hotel C,negative
 staff are very loud outside the rooms on their duty that you can not sleep in the room as you can hear everything outside,Hotel C,neutral
 i asked twice the receptionist to bring me cover,Hotel C,neutral
" nobody came at all, so i gave up",Hotel C,neutral
great location,Hotel C,positive
 i love the italian restaurant inside the hotel,Hotel C,positive
 staff are soo helpful,Hotel C,positive
 the only reason i gave a 4 instead of 5 star is because the windows in my room were sealed shut,Hotel C,neutral
 this made difficult to get some fresh air from outside and i understand it’s for security reasons,Hotel C,positive
" aside that, the place is great ! i highly recommend",Hotel C,positive
excellent ambience and opulence,Hotel C,positive
upscale,Hotel C,neutral
 the see-through bathroom design was excellent,Hotel C,positive
 clean and excellent beddings & towels,Hotel C,positive
 decent service and good security/access control,Hotel C,positive
 great tea setup in the room,Hotel C,positive
 cheap teas and toilet rolls with no bathroom mat/towel for the floor,Hotel C,negative
 decent food (though rather bland),Hotel C,neutral
 great sweets,Hotel C,positive
 courteous and well trained staff,Hotel C,positive
 the room service was handled by a seemingly confused staff,Hotel C,negative
"overall, highly recommended",Hotel C,positive
used the hall for a wedding and it was cozy and beautiful,Hotel C,positive
food was nice,Hotel C,positive
security personnel at the entrance were courteous,Hotel C,positive
had a good experience,Hotel C,positive
top notch service and i like how secured the environment feels,Hotel C,positive
 only draw back is how long it takes to get food,Hotel C,neutral
 had to wait over an hour to get my order ready which isn't cool for someone like me that never eats dinner beyilond 8pm,Hotel C,positive
"as a family we found the staff extremely helpful from the minute we pulled up in the car to unload our bags, to entering the hotel and then checking in",Hotel C,positive
 … read more,Hotel C,neutral
marriot is a cool and nice place to relax and hang out with friends,Hotel C,positive
" idaho lobby will offer you nice coffee and assorted drinks, at koriko restaurant you can have a buffet",Hotel C,positive
such a beautiful ambience,Hotel C,positive
 kind and professional staff! loved the food too!,Hotel C,positive
went with family and friends to celebrate a childhood friends birthday,Hotel C,positive
 nice buffet,Hotel C,positive
"ten stars!!!!!lagos sheraton staff are warm, efficient,  responsive and customer experience focused and knowledgeable about their product offering as well as lagos … read more",Hotel C,positive
i was at the bar by the pool,Hotel C,neutral
" after paying the bill and waiting 10 mins, i received incomplete change",Hotel C,neutral
 the waiter said he couldn’t find the correct change so offered what he was able to find,Hotel C,neutral
" really, sheraton?",Hotel C,neutral
i attended a meeting in one of the halls there and the place was cool 😎,Hotel C,positive
lagos ikeja sheraton is living in its past glory,Hotel C,positive
 it is a has been hotel in all respects,Hotel C,positive
 the corridors of non club floor have a carpet which stinks,Hotel C,negative
 … read more,Hotel C,neutral
"from check-in to the courteous and professional staff, it was a great experience for me",Hotel C,positive
 the room was excellent and very clean,Hotel C,positive
 there was a variety of food on the menu,Hotel C,neutral
 … read more,Hotel C,neutral
service was top notch as expected,Hotel C,positive
 environment was good,Hotel C,positive
check in and check out were a breeze,Hotel C,neutral
 i felt secure in the hotel,Hotel C,positive
 my room was clean and comfortable,Hotel C,positive
 the meals were great,Hotel C,positive
 the staff were very nice and competent,Hotel C,positive
" i only wish i had an outlet by the bed to charge my phone, and that the outside environment was a bit cleaner and fresher",Hotel C,positive
standard is dropping and the management should look into it,Hotel C,neutral
the hotel has been in existence over 35 years  and has been renovated over the years,Hotel C,neutral
 the hotel is still highly respectable and well maintained,Hotel C,positive
" with over 300 rooms and suites spread across its 6 floors, it has a conference rooms, large dining area on the ground floor and a swimming pool at the back",Hotel C,neutral
buffet is offered here and charged per head,Hotel C,negative
it's a great place to spend time with family,Hotel C,positive
"the whole experience was saved because the food was at least pretty good, whenever it was actually available at the morning buffets",Hotel C,positive
" also the front desk receptionist were pretty helpful, but the rooms are a huge disappoint",Hotel C,positive
 … read more,Hotel C,neutral
nice environment and well cultured workers,Hotel C,positive
i really enjoyed my stay at sheraton even though it’s just for a night…,Hotel C,positive
"aging and needs some upgrade, still a good place",Hotel C,positive
we went to the lunch buffet and it was not good,Hotel C,negative
 we spent  naira/person and the food was limited,Hotel C,negative
 how can you go somewhere and it doesn't have chicken? i was highly disappointed because there wasn't much to eat for all the money you spent and the servers were not very attentive,Hotel C,negative
 you have to do better sheraton if you are charging the people premium price,Hotel C,positive
"easy to locate, nice aesthetics, good lightning, empatic staff attendants, hospitality institutionalized, great food",Hotel C,positive
"i think the staff are trained to automatically greet on sight! otherwise, good service, nice place",Hotel C,positive
" if you are well travelled, and have stayed in other 4 & 5 star hotels, this in my opinion would rate a low 4 star",Hotel C,neutral
however hotels in lagos are generally quite expensive for what you get,Hotel C,neutral
" nothing particularly special, they do not provide value for money, but doubt that is the type of guest they seek to serve",Hotel C,negative
it's their name and reputation they rely heavily upon,Hotel C,neutral
doubt i would visit again,Hotel C,negative
"a home indeed with very tasty meals, and cozy environment",Hotel C,neutral
 i love to visit a second time,Hotel C,positive
very nice place to stay if you can afford it,Hotel C,positive
excellent experience as always,Hotel C,positive
 though surprised that my marriot bonvoy membership was not recognized and no prior information,Hotel C,positive
 i was shocked with the information despite almost everywhere covered with the invite to subscribe/register,Hotel C,negative
"good selection of food, will recommend",Hotel C,positive
great place to hangout,Hotel C,positive
" love their food, especially their marinated chicken wings served with chips",Hotel C,positive
the waiting time for yhe milkshake i ordered at the pool bar was a bit longer than expected,Hotel C,neutral
"overall, i enjoyed my drink and meal when it finally arrived",Hotel C,positive
"generally the reception was warm, the environment and rooms are clean - kudos to the cleaning staff! also i noticed the security upgrade - pretty good!  … read more",Hotel C,positive
for how much u pay they don't give you complimentary nothing,Hotel C,negative
  we got stuck in the elevator 🛗  they did not do nothing but say sorry no money off the bill no nothing,Hotel C,negative
  everything seems busy there i don't understand  why they can't update their rooms,Hotel C,neutral
  what's  up with the yellow water? only place i went to had yellow  water,Hotel C,neutral
  good part was the staff was friendly,Hotel C,positive
