sentence,hotel_name,Sentiment,review_topic
 we check many hotels first and decided to stay radisson blu and when we came to the hotel we understood that we did a great job,Radisson Blu VI,positive,Leisure and Relaxation
we ate radisson blu 'blue burger' many times with patatos and the workers were also really friendly who worked enterance side and restaurant,Radisson Blu VI,positive,Beautiful Views and Dining Experiences
" angela, was her name ı guess, she was really energic and friendly, many thanks for her and radisson again from turkey",Radisson Blu VI,positive,Welcoming Staff and Comfortable Stay
great ambience and service is great!,Radisson Blu VI,positive,Excellent Service and Hospitality
"good ambiance, the food was of high quality and taste",Radisson Blu VI,positive,Delightful Food and Home-like Feel
 i would visit again,Radisson Blu VI,neutral,Leisure and Relaxation
awesome ambiance and the view is amazing,Radisson Blu VI,positive,Delightful Food and Home-like Feel
the customer service was really nice and the meals weren’t bad either,Radisson Blu VI,negative,Excellent Service and Hospitality
this hospitality industry really prove its stand among all other industries,Radisson Blu VI,neutral,Room Quality and Standards
 the welcoming gesture from the gate to the reception is top notch with beautiful smiles from their staffs,Radisson Blu VI,positive,Welcoming Staff and Comfortable Stay
" the bar, restaurant, banquet, swimming pool, gym and all other utilities makes one feels heaven on earth",Radisson Blu VI,positive,Delightful Food and Home-like Feel
 radisson blu is a home away from home,Radisson Blu VI,neutral,Delightful Food and Home-like Feel
 this my best hotel,Radisson Blu VI,positive,Serene Environment
great hotel with very good service and staff,Radisson Blu VI,positive,Excellent Service and Hospitality
 the rooms are in great condition and the hotel is very safe and calm,Radisson Blu VI,positive,Room Quality and Standards
 what i like most about the hotel is the outside terrass that has an amazing bar that also servces delicious burgers and cocktails,Radisson Blu VI,positive,Delightful Food and Home-like Feel
 the views a very nice and look over the side arm of the lagos lagoon,Radisson Blu VI,positive,Beautiful Views and Dining Experiences
 very nice in the evenings,Radisson Blu VI,positive,Beautiful Views and Dining Experiences
"love the service render, all stuff on point love the food drink, also d evironment lovely",Radisson Blu VI,positive,Delightful Food and Home-like Feel
"the ambience was beautiful, the snacks were nice and it was generally a pleasant experience!",Radisson Blu VI,positive,Welcoming Staff and Comfortable Stay
they have the best ice cream,Radisson Blu VI,positive,Welcoming Staff and Comfortable Stay
i feel at home here cuz they staffs take their time to welcome and respondntonyour requests,Radisson Blu VI,positive,Delightful Food and Home-like Feel
 tasty food as well,Radisson Blu VI,positive,Delightful Food and Home-like Feel
awesome place as we enjoyed our lunch,Radisson Blu VI,positive,Welcoming Staff and Comfortable Stay
"nice ambiance, friendly staffs and always ready to assist",Radisson Blu VI,positive,Welcoming Staff and Comfortable Stay
"however, orders gets to your table late",Radisson Blu VI,neutral,Leisure and Relaxation
 i think you need more waiters on the floor,Radisson Blu VI,neutral,Room Quality and Standards
radisson blu is top notch,Radisson Blu VI,positive,Excellent Service and Hospitality
 one of the best hotels with warmly welcome by the staff,Radisson Blu VI,positive,Welcoming Staff and Comfortable Stay
"not really a 5 star hotel, but you get equivalent of a 5 star service",Radisson Blu VI,neutral,Excellent Service and Hospitality
wonderful and beautiful scenery,Radisson Blu VI,positive,Beautiful Views and Dining Experiences
"if i'm to recommend any hotel to anyone, it will be radisson blu",Radisson Blu VI,positive,Serene Environment
it's a nice place to rest and cool off,Radisson Blu VI,positive,Welcoming Staff and Comfortable Stay
buffet was fantastic,Radisson Blu VI,positive,Serene Environment
 it's worth every kobo/cent/penny,Radisson Blu VI,positive,Leisure and Relaxation
"i had a lovely experience, the location is beautiful and the service is good",Radisson Blu VI,positive,Beautiful Views and Dining Experiences
"the mom & i spa and the gym is amazing🥰,this hotel was really relaxing for me, would definitely visit again",Radisson Blu VI,positive,Leisure and Relaxation
"nice view , the service is great",Radisson Blu VI,positive,Excellent Service and Hospitality
"excellent was the word,from the entrance to the receptionist,to the african thursday evening dinner buffet,to the life band at the water surface area alongside the view to the ocean and the staffs taking notes of all detailed request are all fantastic",Radisson Blu VI,positive,Excellent Service and Hospitality
 will definitely tell both friends and family to come around,Radisson Blu VI,positive,Leisure and Relaxation
it's a great hotel,Radisson Blu VI,positive,Serene Environment
 it has ample parking space and the trees give shades for drivers' comfort while in the car,Radisson Blu VI,positive,Event and Conference Spaces
" however, the drivers' lodge as it called, is an eye sore and does not reflect the hotel status, hygienically",Radisson Blu VI,negative,Room Quality and Standards
the hotel has a lovely location,Radisson Blu VI,positive,Beautiful Views and Dining Experiences
" the heart of vi, good for meeting up with clients and impromptu meetings",Radisson Blu VI,positive,Event and Conference Spaces
 the staff are always smiling and engaging,Radisson Blu VI,positive,Welcoming Staff and Comfortable Stay
it was a beautiful stay for my family,Radisson Blu VI,positive,Beautiful Views and Dining Experiences
"i enjoyed every bit of my stay at radios on blu, customer service is fantastic also kudos to the chefs",Radisson Blu VI,positive,Excellent Service and Hospitality
"the hotel is nice, a water front and their dinner buffet is on point",Radisson Blu VI,positive,Delightful Food and Home-like Feel
attended a sip and paint event inside the boutique areas,Radisson Blu VI,neutral,Event and Conference Spaces
 it was pretty nice,Radisson Blu VI,positive,Welcoming Staff and Comfortable Stay
 the environment is serene and secure,Radisson Blu VI,positive,Serene Environment
it was okay,Radisson Blu VI,positive,Serene Environment
 the securities were helpful with my luggages,Radisson Blu VI,positive,Welcoming Staff and Comfortable Stay
good food,Radisson Blu VI,positive,Delightful Food and Home-like Feel
 good enough service,Radisson Blu VI,positive,Excellent Service and Hospitality
 great for conferences and workshops,Radisson Blu VI,positive,Event and Conference Spaces
radisson blu is the first hotel i've seen where they have bathroom for physically challenged persons,Radisson Blu VI,negative,Leisure and Relaxation
 for me that puts the hotel on a different level,Radisson Blu VI,neutral,Room Quality and Standards
 there are very few hotels i've been to that i can compare their esthetics with,Radisson Blu VI,neutral,Serene Environment
 the art works on display are just awesome,Radisson Blu VI,positive,Room Quality and Standards
" i want to believe the restaurant didn't just go off their way to wow my taste buds, the variety of food available makes choosing a dish hard",Radisson Blu VI,positive,Delightful Food and Home-like Feel
the atmosphere was peaceful and warm and the staff were welcoming and available to assist with all requests,Radisson Blu VI,positive,Welcoming Staff and Comfortable Stay
"the place is quite organized and the meeting rooms staff are swift, the guest relations lady on blue was helpful",Radisson Blu VI,positive,Welcoming Staff and Comfortable Stay
"the view is great, it's refreshing and serene!",Radisson Blu VI,positive,Beautiful Views and Dining Experiences
very nice hotel,Radisson Blu VI,positive,Serene Environment
very friendly staff,Radisson Blu VI,positive,Welcoming Staff and Comfortable Stay
"the food was superb , nice view ",Radisson Blu VI,positive,Beautiful Views and Dining Experiences
 the environment is actually really nice👍,Radisson Blu VI,positive,Serene Environment
i had a beautiful stay in this hotel for a training held in one of her conference halls (apapa hall),Radisson Blu VI,positive,Event and Conference Spaces
 i recommend this hotel to any other,Radisson Blu VI,positive,Serene Environment
the architectural design is off the hook! it had an amazing view of lagos waters at the pool side,Radisson Blu VI,positive,Beautiful Views and Dining Experiences
 the lobby is very beautiful and spacious with a bar on the left,Radisson Blu VI,positive,Beautiful Views and Dining Experiences
 meeting rooms on the ground floor,Radisson Blu VI,neutral,Room Quality and Standards
"i enjoyed their buffet, the desserts are on point but i wish they had other options asides sweet pastry",Radisson Blu VI,positive,Delightful Food and Home-like Feel
"my stay in radisson blu was a fantastic one, i enjoyed the ocean view especially as it continued to send refreshing thoughts through my head",Radisson Blu VI,positive,Beautiful Views and Dining Experiences
" i took a tour round the hotel and fed my anxiety, relaxed by the pool and also enjoyed the unlimited wifi as it eased my work load, the staffs were extremely kind and helpful too, i had a lot of fun",Radisson Blu VI,positive,Welcoming Staff and Comfortable Stay
i was particularly happy that a phone got loss in the premises and was found at same spot,Radisson Blu VI,positive,Room Quality and Standards
i enjoyed my boat cruise 🚢 🛳,Radisson Blu VI,positive,Beautiful Views and Dining Experiences
elegant and huge,Radisson Blu VI,positive,Event and Conference Spaces
 i have had a few conferences here,Radisson Blu VI,neutral,Event and Conference Spaces
 the halls are neat and classy,Radisson Blu VI,positive,Event and Conference Spaces
everything about radisson blue is top notch,Radisson Blu VI,positive,Excellent Service and Hospitality
 the location of the hotel is lovely vi,Radisson Blu VI,positive,Beautiful Views and Dining Experiences
 it has an ambiance environment,Radisson Blu VI,neutral,Serene Environment
 i really had an awesome experience with my friends and family,Radisson Blu VI,positive,Leisure and Relaxation
trust me if am to recommend any hotel to anyone it would definitely be radisson blue,Radisson Blu VI,positive,Leisure and Relaxation
they won my heart over ❤️❤️,Radisson Blu VI,positive,Serene Environment
the hotel is of good quality and good service,Radisson Blu VI,positive,Excellent Service and Hospitality
"my experience was awesome, brunch was great and service was beautiful, kudos!",Radisson Blu VI,positive,Beautiful Views and Dining Experiences
the service i got was awesome,Radisson Blu VI,positive,Excellent Service and Hospitality
 especially from the front desk officers,Radisson Blu VI,neutral,Welcoming Staff and Comfortable Stay
  nice ladies 🥰🥰🥰,Radisson Blu VI,positive,Room Quality and Standards
  gave me the exact room i wanted and the decor for hubby’s birthday was beautiful,Radisson Blu VI,positive,Room Quality and Standards
beautiful place and experience is awesome,Radisson Blu VI,positive,Beautiful Views and Dining Experiences
"great ambience, tasty meals!and the view is amazing too",Radisson Blu VI,positive,Welcoming Staff and Comfortable Stay
"- room 154 had bed bugs- towels were dirty countless times- downstairs at the restaurant waiter took approximately 45 minutes to bring 5 bottles of water, 1hour 46 minutes to bring 3 plates of jollof rice-food has no seasoning and rice is mushy-elevators stop working- managers are rarely available-hotel is due for a renovationsave your money and stay elsewhere",Radisson Blu VI,negative,Leisure and Relaxation
" but if you don’t mind spending the same amount of money do not do radisson blu vi, stay at continental or eko hotel instead",Radisson Blu VI,neutral,Leisure and Relaxation
calm and beautiful view,Radisson Blu VI,positive,Beautiful Views and Dining Experiences
the views are great and the food is also very nice,Radisson Blu VI,positive,Delightful Food and Home-like Feel
great ambience with cordial staffs,Radisson Blu VI,positive,Welcoming Staff and Comfortable Stay
 rooms are quite big,Radisson Blu VI,neutral,Room Quality and Standards
 open bar / restaurant overlooking the waters,Radisson Blu VI,neutral,Beautiful Views and Dining Experiences
 perfect for hanging out with friends,Radisson Blu VI,positive,Serene Environment
it is a fun place to be,Radisson Blu VI,positive,Beautiful Views and Dining Experiences
 the ambience is awesome and cool,Radisson Blu VI,positive,Serene Environment
 the food is delicious,Radisson Blu VI,positive,Delightful Food and Home-like Feel
today 5 august  ms,Radisson Blu VI,neutral,Leisure and Relaxation
 beatrice served me the fastest suya order i have ever received here,Radisson Blu VI,neutral,Leisure and Relaxation
 i am so impressed,Radisson Blu VI,positive,Welcoming Staff and Comfortable Stay
"loved everything about it, from great parking lot to services and incredible meal, a stay here comes with free breakfast, access to the gym, pool etc, it has two restaurant/bar within, very comfy rooms too",Radisson Blu VI,positive,Event and Conference Spaces
" tasty african and intercontinental dishes available too, nice hotel to check in for vacation around victoria island, lagos",Radisson Blu VI,positive,Delightful Food and Home-like Feel
"radisson blu anchorage hotel, victoria island, lagos state,  nigeria, is a good hotel with fairly great feeling hospitality experience",Radisson Blu VI,positive,Serene Environment
"located on ozumba mbadiwe road , victoria island",Radisson Blu VI,neutral,Serene Environment
  with good view over looking the lagoon and mostly part of the victoria island,Radisson Blu VI,positive,Beautiful Views and Dining Experiences
their menu lists is super with continental and local foods begging for customers highest attention,Radisson Blu VI,positive,Delightful Food and Home-like Feel
" assorted drinks are available; alcoholic and non alcoholic wine, vodka, brandy, and also a special place for ice cream is here",Radisson Blu VI,positive,Delightful Food and Home-like Feel
they have about 5 different meeting halls and about two event halls for  guests,Radisson Blu VI,neutral,Event and Conference Spaces
but their inability to provide additional car park makes their customers to go through hell when coming ,Radisson Blu VI,negative,Event and Conference Spaces
 this makes some of us to park on the ever busy road of ozumba mbadiwe,Radisson Blu VI,neutral,Serene Environment
"i love everything about the hotel,the decorum,the window bed in the room,the foods and the ocean view",Radisson Blu VI,positive,Beautiful Views and Dining Experiences
i came back after 3 years and everything is nice and more exclusive thus time i enjoyed my time while i was there,Radisson Blu VI,positive,Leisure and Relaxation
great location on the waterfront,Radisson Blu VI,positive,Serene Environment
" spacious open plan lounge, reception and restaurant areas",Radisson Blu VI,neutral,Beautiful Views and Dining Experiences
 a nice atmosphere,Radisson Blu VI,positive,Welcoming Staff and Comfortable Stay
room reeked of smoke,Radisson Blu VI,negative,Room Quality and Standards
 cigarette burn stains on furniture and floor,Radisson Blu VI,neutral,Room Quality and Standards
  woke up a 1am to noisy corridor(requested a room change),Radisson Blu VI,negative,Room Quality and Standards
 pre-arranged transport to airport not arranged,Radisson Blu VI,neutral,Welcoming Staff and Comfortable Stay
 almost missed flight,Radisson Blu VI,negative,Leisure and Relaxation
do not let them reserve funds on your card,Radisson Blu VI,neutral,Leisure and Relaxation
 rather pay as you use,Radisson Blu VI,negative,Leisure and Relaxation
 i am still waiting for a refund a month later!,Radisson Blu VI,neutral,Leisure and Relaxation
"great ambience, staffs are very professional, and very friendly",Radisson Blu VI,positive,Welcoming Staff and Comfortable Stay
i am very impressed with the service level,Radisson Blu VI,positive,Excellent Service and Hospitality
 the staff are very attentive and good at what they do,Radisson Blu VI,positive,Welcoming Staff and Comfortable Stay
 good place to relax with family and friends,Radisson Blu VI,positive,Leisure and Relaxation
the food is amazing and service is good especially emmauel who stood out for me,Radisson Blu VI,positive,Excellent Service and Hospitality
i love their breakfast,Radisson Blu VI,positive,Event and Conference Spaces
delicious and filling! their rooms are cozy,Radisson Blu VI,positive,Serene Environment
it's a great place to be just a wow experience,Radisson Blu VI,positive,Beautiful Views and Dining Experiences
 i will be visiting very soon,Radisson Blu VI,neutral,Leisure and Relaxation
"always a good experience, beautiful place to be",Radisson Blu VI,positive,Beautiful Views and Dining Experiences
"a friend suggested this hotel to me and i loved it immediately i visited the place, i had to call her on facetime to literally show her the fun i was having there",Radisson Blu VI,positive,Leisure and Relaxation
i will love to visit back very soon for sure,Radisson Blu VI,positive,Leisure and Relaxation
"excellent hotel with excellent location, extremely clean & comfortable",Radisson Blu VI,positive,Welcoming Staff and Comfortable Stay
 would definetely recommend this hotel to everybody! it's a true sample of excellent hospitality,Radisson Blu VI,positive,Excellent Service and Hospitality
 thank you again for going just that little step extra for the guests!!,Radisson Blu VI,positive,Room Quality and Standards
good food! friendly staff,Radisson Blu VI,positive,Welcoming Staff and Comfortable Stay
 will recommend for anyone,Radisson Blu VI,positive,Serene Environment
went there at night,Radisson Blu VI,neutral,Event and Conference Spaces
 the food by the waterfront restaurant at the back was good! ordered peppersoup while my friends ate pasta varieties,Radisson Blu VI,positive,Beautiful Views and Dining Experiences
 however their service was terrible,Radisson Blu VI,negative,Excellent Service and Hospitality
 the waiters took forever to get all our orders and they forgot some things we ordered,Radisson Blu VI,neutral,Leisure and Relaxation
 then we struggled to get their attention to remind them a number of times,Radisson Blu VI,negative,Leisure and Relaxation
 at a point i had to walk to the service point,Radisson Blu VI,neutral,Room Quality and Standards
 imagine been givn peppersoup and you were waiting to get the water you ordered a good while ago,Radisson Blu VI,positive,Leisure and Relaxation
 also radisson should do something abt the smell from the water,Radisson Blu VI,neutral,Delightful Food and Home-like Feel
 like installing a big diffuser or something,Radisson Blu VI,positive,Event and Conference Spaces
 the smell got really bad,Radisson Blu VI,negative,Welcoming Staff and Comfortable Stay
had an awesome experience,Radisson Blu VI,positive,Beautiful Views and Dining Experiences
 the view was lovely,Radisson Blu VI,positive,Beautiful Views and Dining Experiences
hotel is good ambience nice  view but service is very bad you order 3 coffee they bring no sugar takes 10 mins and only  1 teaspoon among all and takes 20mins to get a bill,Radisson Blu VI,negative,Leisure and Relaxation
 managment need look in and improve their services,Radisson Blu VI,positive,Room Quality and Standards
"my event and stay went well, the service was great! the team were very professional and helpful",Radisson Blu VI,positive,Welcoming Staff and Comfortable Stay
 angela made sure all issues were promptly resolved and requests met! she followed up till the end of the event that day and mr tony was also helpful by searching the whole outlets just to find a particular drink my boss wanted and that was actually the last one of it available ,Radisson Blu VI,positive,Room Quality and Standards
" kudos to kenneth, edoro , helen, peter, vivian (she accommodated our stress very well with a smile same for halima and temitope), temitope, chima, beatrice, halima, victor (security) and julius",Radisson Blu VI,positive,Welcoming Staff and Comfortable Stay
 they were prompt and fantastic! i’ll definitely stay here again!,Radisson Blu VI,positive,Welcoming Staff and Comfortable Stay
"nice restaurant i was there with my colleagues for their buffet, we really had fun",Radisson Blu VI,positive,Beautiful Views and Dining Experiences
it was a really beautiful experience,Radisson Blu VI,positive,Beautiful Views and Dining Experiences
 the customer service is top-notch! i like the way the customers are attended to with so much care and attention,Radisson Blu VI,positive,Excellent Service and Hospitality
 it's an experience i would like to have again and again! ☺️,Radisson Blu VI,positive,Beautiful Views and Dining Experiences
the hotel staff and the hotel arrangements always exceed my expectations,Radisson Blu VI,neutral,Room Quality and Standards
 the location provides great access to all amenities and is within walking distance if you want to purchase expat goods from the spar market,Radisson Blu VI,positive,Serene Environment
nice place by the waterfront with good food 👍,Radisson Blu VI,positive,Delightful Food and Home-like Feel
excellent overall experience,Radisson Blu VI,positive,Beautiful Views and Dining Experiences
great to socialise,Radisson Blu VI,positive,Excellent Service and Hospitality
" damp rooms and the water was brown, checked out immediately",Radisson Blu VI,neutral,Room Quality and Standards
 it took 2 weeks to get a refund,Radisson Blu VI,neutral,Leisure and Relaxation
" they need to sort it out, no plans to stay there again",Radisson Blu VI,negative,Event and Conference Spaces
access has improved,Radisson Blu VI,positive,Excellent Service and Hospitality
 staff friendly,Radisson Blu VI,positive,Welcoming Staff and Comfortable Stay
 facilities excellent however it would be nice if the ac is improved as the weather is really hot these days,Radisson Blu VI,positive,Excellent Service and Hospitality
 decor is nicely artistic,Radisson Blu VI,positive,Room Quality and Standards
the view is great and that made my guest quite comfortable,Radisson Blu VI,positive,Delightful Food and Home-like Feel
"i was for a swim with my family, we had a swell time",Radisson Blu VI,neutral,Leisure and Relaxation
" amaechi, the instructor was quite helpful",Radisson Blu VI,positive,Delightful Food and Home-like Feel
" he was patient with my daughter and the service guy, oworb, was exceptional",Radisson Blu VI,neutral,Excellent Service and Hospitality
nice nice nice,Radisson Blu VI,positive,Serene Environment
" beauty scenery, especially from the rooms, as it overlooks the waters",Radisson Blu VI,positive,Beautiful Views and Dining Experiences
 friendly staffs and attendants,Radisson Blu VI,positive,Welcoming Staff and Comfortable Stay
"only challenge is that muslim guest won't have access to a mosque for prayer, as theres no on site masjid",Radisson Blu VI,negative,Event and Conference Spaces
"i love the waterside view, and the environment",Radisson Blu VI,positive,Beautiful Views and Dining Experiences
poor service,Radisson Blu VI,negative,Excellent Service and Hospitality
"went on a dinner date, it took the waiters 15mins to bring the menu and he never came back to take our order",Radisson Blu VI,neutral,Leisure and Relaxation
 we spent about 40 mins without being attended to and we left after the long wait,Radisson Blu VI,neutral,Leisure and Relaxation
my experience wasn't great,Radisson Blu VI,negative,Beautiful Views and Dining Experiences
  went to hang out over a few drinks with a friend,Radisson Blu VI,positive,Leisure and Relaxation
 drinks took about 45mins to come,Radisson Blu VI,neutral,Leisure and Relaxation
the serene was nice and the waterfront was relaxing after a hectic week,Radisson Blu VI,positive,Leisure and Relaxation
upon our departure we were stood up at the gate over a security advice that no vehicle is allowed to leave the premises,Radisson Blu VI,neutral,Room Quality and Standards
" after waiting for about five minutes,  some lousy security guard came up with the most hilarious questions ""were you lodging here?  are you the girls with those guys lodging here? ""how embarrassing could this have been to my person",Radisson Blu VI,negative,Leisure and Relaxation
"my response was,  kindly check your cctv and reception for all your questions as this is is my first time here but most embarrassing moment ever",Radisson Blu VI,negative,Room Quality and Standards
 i also asked if i was under any form of arrest without my knowledge but then i was asked to go,Radisson Blu VI,negative,Leisure and Relaxation
  patheticthe management needs to work on their processes and customer care,Radisson Blu VI,positive,Room Quality and Standards
"good customer service, tight security & swift response",Radisson Blu VI,positive,Excellent Service and Hospitality
"hospitable, courteous and helpful staff",Radisson Blu VI,positive,Welcoming Staff and Comfortable Stay
covid protocol compliant,Radisson Blu VI,neutral,Excellent Service and Hospitality
not an ounce of hostility while offering help,Radisson Blu VI,negative,Welcoming Staff and Comfortable Stay
would definitely recommend and visit again when i'm around,Radisson Blu VI,positive,Leisure and Relaxation
the price doesn't match with the quality,Radisson Blu VI,neutral,Excellent Service and Hospitality
 too expensive and low quality,Radisson Blu VI,negative,Excellent Service and Hospitality
 the bbq menù offer the same things,Radisson Blu VI,neutral,Delightful Food and Home-like Feel
 no variety of choice,Radisson Blu VI,negative,Delightful Food and Home-like Feel
 the alternative is the average buffet,Radisson Blu VI,neutral,Delightful Food and Home-like Feel
the hotel is on one of the main lagos road and most of the time busy,Radisson Blu VI,neutral,Leisure and Relaxation
 and to get there it takes time,Radisson Blu VI,neutral,Leisure and Relaxation
" however, it is convenient to access the hotel via the river by boat",Radisson Blu VI,neutral,Serene Environment
"very well, money well spent",Radisson Blu VI,positive,Leisure and Relaxation
"great ambience, food and service",Radisson Blu VI,positive,Excellent Service and Hospitality
radisson blu vi paints a picture of comfortability at its highest,Radisson Blu VI,neutral,Leisure and Relaxation
 hospitality at its finest,Radisson Blu VI,neutral,Excellent Service and Hospitality
"excellent  space for expatriates, business executives to have business meetings",Radisson Blu VI,positive,Serene Environment
top notch  delicacies to select from,Radisson Blu VI,positive,Excellent Service and Hospitality
i hand a nice time with friends when we last hangout,Radisson Blu VI,positive,Leisure and Relaxation
radisson blu is beside the atlantic ocean at where you can see the ocean from the full bar and they have a very nice pool they have a very large space your rooms are large good ac conditioning the security is tight you cannot go in without the thoroughly checked and where is orissa very good for tourism why people come here to chill the 5-star hotel anyway,Radisson Blu VI,positive,Event and Conference Spaces
nice ambience but they act like rules are cast in stone and that's the only thing i dint find pleasant,Radisson Blu VI,positive,Room Quality and Standards
beautiful view at the terrace by the pool side i enjoyed my stay,Radisson Blu VI,positive,Beautiful Views and Dining Experiences
"i was treated really well and my birthday was made memorable, thank you radioson blu!",Radisson Blu VI,positive,Welcoming Staff and Comfortable Stay
the view is great and the aesthetics are well decorated,Radisson Blu VI,positive,Beautiful Views and Dining Experiences
"i enjoyed my stay here, the pool, the meals and service was topnotch",Radisson Blu VI,positive,Excellent Service and Hospitality
my comfy place ❤️,Radisson Blu VI,neutral,Event and Conference Spaces
food is great and the service is good too!,Radisson Blu VI,positive,Excellent Service and Hospitality
"i love view bar, that is my favorite spot",Radisson Blu VI,positive,Beautiful Views and Dining Experiences
everything about the place is impeccably excellent,Radisson Blu VI,positive,Excellent Service and Hospitality
 from the highest to the smallest staff- their customer service was exceptionally great,Radisson Blu VI,positive,Excellent Service and Hospitality
 and the food? wow ,Radisson Blu VI,positive,Delightful Food and Home-like Feel
can’t wait to visit again; sometime soon,Radisson Blu VI,neutral,Leisure and Relaxation
love the view and breakfast was lovely too,Radisson Blu VI,positive,Beautiful Views and Dining Experiences
 staffs are qui polite as well,Radisson Blu VI,positive,Welcoming Staff and Comfortable Stay
"the staff were polite, friendly, helpful, attentive",Radisson Blu VI,positive,Welcoming Staff and Comfortable Stay
" the ambiance is elegant, room was comfortable, i slept very well",Radisson Blu VI,positive,Welcoming Staff and Comfortable Stay
 the food was tasty and there was a variety to choose from,Radisson Blu VI,neutral,Delightful Food and Home-like Feel
very good hotel with the rear opening up onto the creek,Radisson Blu VI,positive,Beautiful Views and Dining Experiences
 well managed but suffers from a distinct lack of parking spaces,Radisson Blu VI,negative,Event and Conference Spaces
" very good food with a selection of nigerian and continental european dishes, very good sweet and pastry selection",Radisson Blu VI,positive,Delightful Food and Home-like Feel
"everything is fine, nice and beautiful place hence,",Radisson Blu VI,positive,Leisure and Relaxation
 my clients also uses here,Radisson Blu VI,neutral,Leisure and Relaxation
ifeoma was really nice ad the hotel is beautiful,Radisson Blu VI,positive,Beautiful Views and Dining Experiences
i had a very nice and creamy cappuccino and the staff are awesome,Radisson Blu VI,positive,Delightful Food and Home-like Feel
it's so serene and my meti gs went well,Radisson Blu VI,positive,Welcoming Staff and Comfortable Stay
it's very nice and the hotel's buffet side have one of the nicest staffs and the food is great,Radisson Blu VI,positive,Welcoming Staff and Comfortable Stay
 overall it's a nice experience,Radisson Blu VI,positive,Beautiful Views and Dining Experiences
the sit out overseeing the sea and those on boat ride was fun for me,Radisson Blu VI,positive,Beautiful Views and Dining Experiences
"the cocktail served too ,i enjoyed and the buffet",Radisson Blu VI,positive,Delightful Food and Home-like Feel
i love the ambience of the environment,Radisson Blu VI,positive,Serene Environment
" the room is spacious with beautiful decorations, furniture and fittings",Radisson Blu VI,positive,Room Quality and Standards
i enjoyed my stay here because the room was quiet,Radisson Blu VI,positive,Welcoming Staff and Comfortable Stay
"nice place, good customer service",Radisson Blu VI,positive,Excellent Service and Hospitality
brunch was such a delight and i made sure i had the best of my money,Radisson Blu VI,positive,Leisure and Relaxation
"nice hotel,  very pleasant staff with really nice food, great views and an ice cream shop that will blow your mind",Radisson Blu VI,positive,Welcoming Staff and Comfortable Stay
 update: so i've visited this hotel again and thought it would be fair to provide an update to my earlier review,Radisson Blu VI,positive,Leisure and Relaxation
staff members are really very polite and their requests about the quality of your stay seem to be really genuine,Radisson Blu VI,neutral,Welcoming Staff and Comfortable Stay
it seems there has been an upgrade to the internet access in the hotel,Radisson Blu VI,neutral,Excellent Service and Hospitality
 not only is it a lit faster now but the login process has been made less complicated and you can use multiple devices now,Radisson Blu VI,neutral,Room Quality and Standards
on this trip i decided to dig into the services available on the lg smart tv in the room,Radisson Blu VI,positive,Leisure and Relaxation
 i've posted some pictures of the tv which is powered by a service from otrum,Radisson Blu VI,neutral,Room Quality and Standards
"apart from having access to a wide range of cable television channels, you can also mirror you device on the tv, though i doubt apple devices will be able to do this",Radisson Blu VI,negative,Room Quality and Standards
 you can also pair with the tv via bluetooth,Radisson Blu VI,neutral,Delightful Food and Home-like Feel
i tested the wake up call on the tv and it worked quite well,Radisson Blu VI,positive,Room Quality and Standards
 the tv comes on at the time you set and gradually increases its volume until you wake up,Radisson Blu VI,neutral,Leisure and Relaxation
it's also possible to watch youtube videos on the tv and you can watch content specific to you by logging in with your google account,Radisson Blu VI,neutral,Delightful Food and Home-like Feel
the tv also has a web browser but i did not get round to testing this,Radisson Blu VI,neutral,Leisure and Relaxation
this hotel is doing a great job at keeping up with technology and how it can be used to make guests even more comfortable,Radisson Blu VI,positive,Room Quality and Standards
"i love the hotel, makes me feel at home when ever am there",Radisson Blu VI,positive,Delightful Food and Home-like Feel
"radsison blu is like a breathe of fresh air, a calm from the storm, the storm being the hustle and bustle of lagos",Radisson Blu VI,positive,Delightful Food and Home-like Feel
"great customer service, amazing scenery, it’s a great place to be in general",Radisson Blu VI,positive,Excellent Service and Hospitality
lovely ser and well secured environments,Radisson Blu VI,positive,Serene Environment
"the room i stayed in was very comfortable and it had beautiful interiorsthe staff were very nice and welcoming, i felt so comfortable and enjoyed my staydefinitely worth the price!",Radisson Blu VI,positive,Welcoming Staff and Comfortable Stay
the serene nature of the bar view over the lagoon is one strong sight,Radisson Blu VI,positive,Beautiful Views and Dining Experiences
"absolutely loved my stay there, i'd give it 6 stars if i could, the interior was splendid, i'd definitely come over again and again",Radisson Blu VI,positive,Leisure and Relaxation
"is a very beautiful and nice place, just that some of the staff does not have good customer service",Radisson Blu VI,positive,Excellent Service and Hospitality
reception is well organised and staffs are hospitable,Radisson Blu VI,positive,Welcoming Staff and Comfortable Stay
"i liked this hotel, excellent facility but not musical instruments available",Radisson Blu VI,positive,Event and Conference Spaces
 if the hotel management will be install some music instruments it will be make  more beautiful to the hotel,Radisson Blu VI,positive,Delightful Food and Home-like Feel
" for example grand piano, guitar, drum sets",Radisson Blu VI,positive,Room Quality and Standards
"lovely ambience, great food",Radisson Blu VI,positive,Welcoming Staff and Comfortable Stay
 fantastic service,Radisson Blu VI,positive,Excellent Service and Hospitality
beautiful place and well mannered staffs,Radisson Blu VI,positive,Welcoming Staff and Comfortable Stay
you're always sure to have a wonderful experience,Radisson Blu VI,positive,Delightful Food and Home-like Feel
